Sample_ID,Architecture,Tool,Success_Status,Time_s,Mem_MB,Func_Count,Block_Count,IR_Stmt_Count
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_loop_01.good,x86-64,llvm,Success,.01,10.34,0,0,803
CWE190_Integer_Overflow__int_rand_multiply_01.bad,x86-64,ghidra,Success,6.72,634.96,76,14,49
CWE190_Integer_Overflow__int_rand_multiply_01.bad,x86-64,angr,Success,.85,114.96,106,216,3642
CWE190_Integer_Overflow__int_rand_multiply_01.bad,x86-64,llvm,Success,.01,10.03,0,0,805
CWE190_Integer_Overflow__int64_t_rand_multiply_01.bad,x86-64,ghidra,Success,6.51,559.15,76,14,49
CWE190_Integer_Overflow__int64_t_rand_multiply_01.bad,x86-64,angr,Success,1.08,114.55,106,224,3715
CWE190_Integer_Overflow__int64_t_rand_multiply_01.bad,x86-64,llvm,Success,.01,9.99,0,0,850
CWE190_Integer_Overflow__char_max_square_01.good,x86-64,ghidra,Success,6.74,569.07,75,14,49
CWE190_Integer_Overflow__char_max_square_01.good,x86-64,angr,Success,.84,114.33,105,188,3085
CWE190_Integer_Overflow__char_max_square_01.good,x86-64,llvm,Success,.01,10.39,0,0,734
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_memmove_01.good,x86-64,ghidra,Success,7.10,618.46,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_memmove_01.good,x86-64,angr,Success,.90,114.91,112,206,3405
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_memmove_01.good,x86-64,llvm,Success,.01,10.11,0,0,809
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_connect_socket_01.bad,x86-64,ghidra,Success,6.66,621.30,98,25,93
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_connect_socket_01.bad,x86-64,angr,Success,.98,115.83,150,321,4616
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_connect_socket_01.bad,x86-64,llvm,Success,.01,10.09,0,0,1068
CWE190_Integer_Overflow__short_max_add_01.bad,x86-64,ghidra,Success,6.58,627.58,76,14,49
CWE190_Integer_Overflow__short_max_add_01.bad,x86-64,angr,Success,.89,114.80,106,193,3142
CWE190_Integer_Overflow__short_max_add_01.bad,x86-64,llvm,Success,.01,10.32,0,0,751
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_snprintf_01.bad,x86-64,ghidra,Success,6.68,611.78,79,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_snprintf_01.bad,x86-64,angr,Success,.88,114.78,113,205,3186
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_snprintf_01.bad,x86-64,llvm,Success,.02,10.15,0,0,782
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_char_snprintf_01.bad,x86-64,ghidra,Success,7.03,555.98,87,20,73
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_char_snprintf_01.bad,x86-64,angr,Success,.98,114.91,129,235,3434
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_char_snprintf_01.bad,x86-64,llvm,Success,.02,10.17,0,0,846
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_ncpy_01.bad,x86-64,ghidra,Success,6.84,558.55,81,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_ncpy_01.bad,x86-64,angr,Success,.87,114.64,117,212,3299
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_ncpy_01.bad,x86-64,llvm,Success,.02,9.94,0,0,807
CWE415_Double_Free__malloc_free_int_01.bad,x86-64,ghidra,Success,6.92,713.29,82,17,61
CWE415_Double_Free__malloc_free_int_01.bad,x86-64,angr,Success,.97,114.58,118,215,3208
CWE415_Double_Free__malloc_free_int_01.bad,x86-64,llvm,Success,.01,10.13,0,0,778
CWE121_Stack_Based_Buffer_Overflow__src_char_alloca_cpy_01.good,x86-64,ghidra,Success,7.05,565.02,78,16,57
CWE121_Stack_Based_Buffer_Overflow__src_char_alloca_cpy_01.good,x86-64,angr,Success,1.02,114.12,112,201,3203
CWE121_Stack_Based_Buffer_Overflow__src_char_alloca_cpy_01.good,x86-64,llvm,Success,.01,10.01,0,0,775
CWE190_Integer_Overflow__int_fgets_multiply_01.good,x86-64,ghidra,Success,7.11,643.94,79,16,57
CWE190_Integer_Overflow__int_fgets_multiply_01.good,x86-64,angr,Success,1.06,114.46,113,207,3206
CWE190_Integer_Overflow__int_fgets_multiply_01.good,x86-64,llvm,Success,.02,9.83,0,0,769
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int_memmove_01.good,x86-64,ghidra,Success,7.16,557.41,82,18,65
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int_memmove_01.good,x86-64,angr,Success,1.02,114.55,120,211,3097
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int_memmove_01.good,x86-64,llvm,Success,.01,9.98,0,0,758
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_ncat_01.good,x86-64,ghidra,Success,7.18,611.48,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_ncat_01.good,x86-64,angr,Success,.96,114.61,112,196,3007
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_ncat_01.good,x86-64,llvm,Success,.01,10.19,0,0,737
CWE190_Integer_Overflow__int_listen_socket_postinc_01.bad,x86-64,ghidra,Success,7.06,565.07,94,23,85
CWE190_Integer_Overflow__int_listen_socket_postinc_01.bad,x86-64,angr,Success,1.02,115.47,142,288,4143
CWE190_Integer_Overflow__int_listen_socket_postinc_01.bad,x86-64,llvm,Success,.01,10.07,0,0,980
CWE190_Integer_Overflow__int_fgets_postinc_01.bad,x86-64,ghidra,Success,7.07,566.82,80,16,57
CWE190_Integer_Overflow__int_fgets_postinc_01.bad,x86-64,angr,Success,1.01,114.70,114,217,3386
CWE190_Integer_Overflow__int_fgets_postinc_01.bad,x86-64,llvm,Success,.01,10.19,0,0,811
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_memcpy_01.bad,x86-64,ghidra,Success,7.08,642.29,81,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_memcpy_01.bad,x86-64,angr,Success,1.00,114.60,117,222,3633
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_memcpy_01.bad,x86-64,llvm,Success,.01,10.10,0,0,871
CWE190_Integer_Overflow__char_rand_preinc_01.bad,x86-64,ghidra,Success,7.14,614.19,76,14,49
CWE190_Integer_Overflow__char_rand_preinc_01.bad,x86-64,angr,Success,.99,114.62,106,213,3434
CWE190_Integer_Overflow__char_rand_preinc_01.bad,x86-64,llvm,Success,.01,10.05,0,0,781
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_ncat_01.bad,x86-64,ghidra,Success,7.20,562.23,79,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_ncat_01.bad,x86-64,angr,Success,.97,114.21,113,205,3182
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_ncat_01.bad,x86-64,llvm,Success,.01,10.48,0,0,778
CWE190_Integer_Overflow__unsigned_int_rand_postinc_01.good,x86-64,ghidra,Success,7.28,696.39,75,14,49
CWE190_Integer_Overflow__unsigned_int_rand_postinc_01.good,x86-64,angr,Success,1.02,114.74,105,198,3253
CWE190_Integer_Overflow__unsigned_int_rand_postinc_01.good,x86-64,llvm,Success,.01,10.25,0,0,752
CWE121_Stack_Based_Buffer_Overflow__dest_wchar_t_declare_cpy_01.bad,x86-64,ghidra,Success,7.12,561.13,79,16,57
CWE121_Stack_Based_Buffer_Overflow__dest_wchar_t_declare_cpy_01.bad,x86-64,angr,Success,.96,114.07,113,205,3178
CWE121_Stack_Based_Buffer_Overflow__dest_wchar_t_declare_cpy_01.bad,x86-64,llvm,Success,.01,9.97,0,0,776
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_declare_cpy_01.bad,x86-64,ghidra,Success,7.08,676.28,79,16,57
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_declare_cpy_01.bad,x86-64,angr,Success,.99,114.98,113,205,3384
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_declare_cpy_01.bad,x86-64,llvm,Success,.01,10.32,0,0,826
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_large_01.good,x86-64,ghidra,Success,7.09,587.66,81,17,61
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_large_01.good,x86-64,angr,Success,.98,114.67,117,227,3524
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_large_01.good,x86-64,llvm,Success,.01,9.99,0,0,825
CWE190_Integer_Overflow__int_fscanf_square_01.good,x86-64,ghidra,Success,7.21,703.96,77,15,53
CWE190_Integer_Overflow__int_fscanf_square_01.good,x86-64,angr,Success,.97,114.69,109,198,3165
CWE190_Integer_Overflow__int_fscanf_square_01.good,x86-64,llvm,Success,.01,10.06,0,0,756
CWE122_Heap_Based_Buffer_Overflow__c_dest_wchar_t_cat_01.good,x86-64,ghidra,Success,7.19,647.82,84,19,69
CWE122_Heap_Based_Buffer_Overflow__c_dest_wchar_t_cat_01.good,x86-64,angr,Success,.96,114.66,124,215,3098
CWE122_Heap_Based_Buffer_Overflow__c_dest_wchar_t_cat_01.good,x86-64,llvm,Success,.01,10.39,0,0,766
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_memcpy_01.good,x86-64,ghidra,Success,7.04,612.50,80,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_memcpy_01.good,x86-64,angr,Success,.97,114.76,116,207,3312
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_memcpy_01.good,x86-64,llvm,Success,.02,10.47,0,0,805
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_loop_01.good,x86-64,ghidra,Success,6.89,611.65,76,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_loop_01.good,x86-64,angr,Success,1.04,114.39,108,193,3056
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_loop_01.good,x86-64,llvm,Success,.01,10.51,0,0,739
CWE121_Stack_Based_Buffer_Overflow__wchar_t_type_overrun_memcpy_01.good,x86-64,ghidra,Success,6.97,569.20,74,14,49
CWE121_Stack_Based_Buffer_Overflow__wchar_t_type_overrun_memcpy_01.good,x86-64,angr,Success,.93,114.37,104,186,3004
CWE121_Stack_Based_Buffer_Overflow__wchar_t_type_overrun_memcpy_01.good,x86-64,llvm,Success,.01,10.34,0,0,732
CWE121_Stack_Based_Buffer_Overflow__CWE129_fgets_01.bad,x86-64,ghidra,Success,7.04,633.46,80,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE129_fgets_01.bad,x86-64,angr,Success,.94,114.97,114,235,3737
CWE121_Stack_Based_Buffer_Overflow__CWE129_fgets_01.bad,x86-64,llvm,Success,.01,10.20,0,0,865
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_memmove_01.good,x86-64,ghidra,Success,6.98,622.10,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_memmove_01.good,x86-64,angr,Success,.93,114.47,112,196,3019
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_memmove_01.good,x86-64,llvm,Success,.01,9.89,0,0,740
CWE190_Integer_Overflow__short_fscanf_postinc_01.good,x86-64,ghidra,Success,7.00,629.98,77,15,53
CWE190_Integer_Overflow__short_fscanf_postinc_01.good,x86-64,angr,Success,.95,114.64,109,196,3136
CWE190_Integer_Overflow__short_fscanf_postinc_01.good,x86-64,llvm,Success,.01,9.89,0,0,753
CWE190_Integer_Overflow__int64_t_rand_square_01.bad,x86-64,ghidra,Success,6.95,567.51,76,14,49
CWE190_Integer_Overflow__int64_t_rand_square_01.bad,x86-64,angr,Success,.96,114.76,106,223,3697
CWE190_Integer_Overflow__int64_t_rand_square_01.bad,x86-64,llvm,Success,.01,9.78,0,0,848
CWE190_Integer_Overflow__int_max_postinc_01.bad,x86-64,ghidra,Success,7.11,620.25,76,14,49
CWE190_Integer_Overflow__int_max_postinc_01.bad,x86-64,angr,Success,.93,114.63,106,193,3139
CWE190_Integer_Overflow__int_max_postinc_01.bad,x86-64,llvm,Success,.01,10.12,0,0,751
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memmove_01.good,x86-64,ghidra,Success,6.98,608.43,84,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memmove_01.good,x86-64,angr,Success,.99,114.76,124,215,3112
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memmove_01.good,x86-64,llvm,Success,.01,10.27,0,0,770
CWE190_Integer_Overflow__char_fscanf_multiply_01.good,x86-64,ghidra,Success,6.89,598.61,77,15,53
CWE190_Integer_Overflow__char_fscanf_multiply_01.good,x86-64,angr,Success,1.01,114.88,109,198,3143
CWE190_Integer_Overflow__char_fscanf_multiply_01.good,x86-64,llvm,Success,.01,9.89,0,0,754
CWE190_Integer_Overflow__unsigned_int_fscanf_square_01.good,x86-64,ghidra,Success,7.05,606.60,77,15,53
CWE190_Integer_Overflow__unsigned_int_fscanf_square_01.good,x86-64,angr,Success,.96,114.42,109,197,3140
CWE190_Integer_Overflow__unsigned_int_fscanf_square_01.good,x86-64,llvm,Success,.01,9.89,0,0,753
CWE121_Stack_Based_Buffer_Overflow__dest_wchar_t_alloca_cat_01.bad,x86-64,ghidra,Success,6.87,558.91,79,16,57
CWE121_Stack_Based_Buffer_Overflow__dest_wchar_t_alloca_cat_01.bad,x86-64,angr,Success,1.05,114.71,113,225,3866
CWE121_Stack_Based_Buffer_Overflow__dest_wchar_t_alloca_cat_01.bad,x86-64,llvm,Success,.01,9.95,0,0,904
CWE190_Integer_Overflow__unsigned_int_fscanf_multiply_01.bad,x86-64,ghidra,Success,7.13,642.01,78,15,53
CWE190_Integer_Overflow__unsigned_int_fscanf_multiply_01.bad,x86-64,angr,Success,.96,114.80,110,207,3345
CWE190_Integer_Overflow__unsigned_int_fscanf_multiply_01.bad,x86-64,llvm,Success,.01,10.09,0,0,793
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_memcpy_01.bad,x86-64,ghidra,Success,7.06,663.28,83,18,65
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_memcpy_01.bad,x86-64,angr,Success,.98,115.04,121,227,3386
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_memcpy_01.bad,x86-64,llvm,Success,.02,10.13,0,0,812
CWE122_Heap_Based_Buffer_Overflow__char_type_overrun_memmove_01.bad,x86-64,ghidra,Success,6.90,686.94,79,16,57
CWE122_Heap_Based_Buffer_Overflow__char_type_overrun_memmove_01.bad,x86-64,angr,Success,1.05,114.53,113,207,3222
CWE122_Heap_Based_Buffer_Overflow__char_type_overrun_memmove_01.bad,x86-64,llvm,Success,.01,10.22,0,0,786
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_cpy_01.bad,x86-64,ghidra,Success,7.29,681.07,77,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_cpy_01.bad,x86-64,angr,Success,.97,114.83,109,198,3179
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_cpy_01.bad,x86-64,llvm,Success,.02,10.34,0,0,777
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_memcpy_01.good,x86-64,ghidra,Success,6.90,563.93,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_memcpy_01.good,x86-64,angr,Success,1.00,114.95,112,206,3405
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_memcpy_01.good,x86-64,llvm,Success,.01,10.16,0,0,809
CWE190_Integer_Overflow__char_fscanf_postinc_01.good,x86-64,ghidra,Success,7.09,625.10,77,15,53
CWE190_Integer_Overflow__char_fscanf_postinc_01.good,x86-64,angr,Success,1.00,114.64,109,196,3136
CWE190_Integer_Overflow__char_fscanf_postinc_01.good,x86-64,llvm,Success,.01,10.36,0,0,753
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_char_ncpy_01.bad,x86-64,ghidra,Success,7.06,556.52,87,20,73
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_char_ncpy_01.bad,x86-64,angr,Success,.96,114.63,129,235,3438
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_char_ncpy_01.bad,x86-64,llvm,Success,.01,10.10,0,0,844
CWE122_Heap_Based_Buffer_Overflow__CWE135_01.bad,x86-64,ghidra,Success,7.09,707.05,96,24,89
CWE122_Heap_Based_Buffer_Overflow__CWE135_01.bad,x86-64,angr,Success,.98,115.52,146,270,3728
CWE122_Heap_Based_Buffer_Overflow__CWE135_01.bad,x86-64,llvm,Success,.01,9.90,0,0,920
CWE121_Stack_Based_Buffer_Overflow__char_type_overrun_memmove_01.good,x86-64,ghidra,Success,7.14,617.49,74,14,49
CWE121_Stack_Based_Buffer_Overflow__char_type_overrun_memmove_01.good,x86-64,angr,Success,.96,114.64,104,186,2974
CWE121_Stack_Based_Buffer_Overflow__char_type_overrun_memmove_01.good,x86-64,llvm,Success,.01,10.04,0,0,720
CWE190_Integer_Overflow__char_rand_square_01.good,x86-64,ghidra,Success,7.09,608.72,75,14,49
CWE190_Integer_Overflow__char_rand_square_01.good,x86-64,angr,Success,1.10,113.75,105,198,3232
CWE190_Integer_Overflow__char_rand_square_01.good,x86-64,llvm,Success,.01,9.93,0,0,746
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_memmove_01.bad,x86-64,ghidra,Success,7.05,628.02,85,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_memmove_01.bad,x86-64,angr,Success,.98,114.98,125,228,3325
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_memmove_01.bad,x86-64,llvm,Success,.02,10.13,0,0,813
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_memcpy_01.good,x86-64,ghidra,Success,6.86,564.24,80,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_memcpy_01.good,x86-64,angr,Success,.91,114.75,116,202,3145
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_memcpy_01.good,x86-64,llvm,Success,.02,10.19,0,0,773
CWE190_Integer_Overflow__unsigned_int_max_multiply_01.bad,x86-64,ghidra,Success,7.27,560.32,76,14,49
CWE190_Integer_Overflow__unsigned_int_max_multiply_01.bad,x86-64,angr,Success,.91,114.57,106,196,3198
CWE190_Integer_Overflow__unsigned_int_max_multiply_01.bad,x86-64,llvm,Success,.01,10.28,0,0,757
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_memcpy_01.bad,x86-64,ghidra,Success,6.56,651.39,85,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_memcpy_01.bad,x86-64,angr,Success,.87,114.83,125,228,3325
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_memcpy_01.bad,x86-64,llvm,Success,.01,9.89,0,0,813
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_memcpy_01.good,x86-64,ghidra,Success,6.67,641.30,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_memcpy_01.good,x86-64,angr,Success,1.00,114.52,112,196,3019
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_memcpy_01.good,x86-64,llvm,Success,.01,10.08,0,0,740
CWE122_Heap_Based_Buffer_Overflow__char_type_overrun_memcpy_01.bad,x86-64,ghidra,Success,6.91,626.97,83,18,65
CWE122_Heap_Based_Buffer_Overflow__char_type_overrun_memcpy_01.bad,x86-64,angr,Success,.90,114.70,121,221,3280
CWE122_Heap_Based_Buffer_Overflow__char_type_overrun_memcpy_01.bad,x86-64,llvm,Success,.01,9.84,0,0,804
CWE190_Integer_Overflow__short_rand_multiply_01.bad,x86-64,ghidra,Success,6.68,562.85,76,14,49
CWE190_Integer_Overflow__short_rand_multiply_01.bad,x86-64,angr,Success,.91,114.73,106,216,3565
CWE190_Integer_Overflow__short_rand_multiply_01.bad,x86-64,llvm,Success,.01,9.96,0,0,797
CWE190_Integer_Overflow__int64_t_fscanf_postinc_01.bad,x86-64,ghidra,Success,6.77,630.38,78,15,53
CWE190_Integer_Overflow__int64_t_fscanf_postinc_01.bad,x86-64,angr,Success,.91,114.63,110,204,3261
CWE190_Integer_Overflow__int64_t_fscanf_postinc_01.bad,x86-64,llvm,Success,.01,10.07,0,0,790
CWE190_Integer_Overflow__char_fscanf_add_01.bad,x86-64,ghidra,Success,6.78,567.54,78,15,53
CWE190_Integer_Overflow__char_fscanf_add_01.bad,x86-64,angr,Success,1.02,114.24,110,204,3281
CWE190_Integer_Overflow__char_fscanf_add_01.bad,x86-64,llvm,Success,.01,9.83,0,0,785
CWE190_Integer_Overflow__unsigned_int_max_preinc_01.good,x86-64,ghidra,Success,6.60,562.94,75,14,49
CWE190_Integer_Overflow__unsigned_int_max_preinc_01.good,x86-64,angr,Success,.95,114.23,105,188,3031
CWE190_Integer_Overflow__unsigned_int_max_preinc_01.good,x86-64,llvm,Success,.01,10.48,0,0,728
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_cpy_01.bad,x86-64,ghidra,Success,7.00,623.26,77,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_cpy_01.bad,x86-64,angr,Success,.89,114.79,109,218,3853
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_cpy_01.bad,x86-64,llvm,Success,.02,9.97,0,0,891
CWE121_Stack_Based_Buffer_Overflow__CWE129_listen_socket_01.bad,x86-64,ghidra,Success,7.62,569.92,94,23,85
CWE121_Stack_Based_Buffer_Overflow__CWE129_listen_socket_01.bad,x86-64,angr,Success,1.00,115.49,142,306,4494
CWE121_Stack_Based_Buffer_Overflow__CWE129_listen_socket_01.bad,x86-64,llvm,Success,.01,10.13,0,0,1034
CWE190_Integer_Overflow__int64_t_fscanf_multiply_01.bad,x86-64,ghidra,Success,7.34,693.28,78,15,53
CWE190_Integer_Overflow__int64_t_fscanf_multiply_01.bad,x86-64,angr,Success,1.05,114.54,110,207,3287
CWE190_Integer_Overflow__int64_t_fscanf_multiply_01.bad,x86-64,llvm,Success,.01,10.05,0,0,794
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_memcpy_01.bad,x86-64,ghidra,Success,7.08,558.35,77,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_memcpy_01.bad,x86-64,angr,Success,1.02,114.78,109,198,3395
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_memcpy_01.bad,x86-64,llvm,Success,.01,10.08,0,0,823
CWE190_Integer_Overflow__unsigned_int_rand_multiply_01.good,x86-64,ghidra,Success,7.11,616.50,75,14,49
CWE190_Integer_Overflow__unsigned_int_rand_multiply_01.good,x86-64,angr,Success,.98,114.19,105,200,3292
CWE190_Integer_Overflow__unsigned_int_rand_multiply_01.good,x86-64,llvm,Success,.01,10.46,0,0,756
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_alloca_cpy_01.bad,x86-64,ghidra,Success,7.41,561.20,79,16,57
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_alloca_cpy_01.bad,x86-64,angr,Success,.96,114.76,113,215,3718
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_alloca_cpy_01.bad,x86-64,llvm,Success,.01,10.11,0,0,890
CWE122_Heap_Based_Buffer_Overflow__char_type_overrun_memcpy_01.good,x86-64,ghidra,Success,7.10,572.92,82,18,65
CWE122_Heap_Based_Buffer_Overflow__char_type_overrun_memcpy_01.good,x86-64,angr,Success,.96,114.58,120,209,3069
CWE122_Heap_Based_Buffer_Overflow__char_type_overrun_memcpy_01.good,x86-64,llvm,Success,.01,9.91,0,0,757
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_loop_01.good,x86-64,ghidra,Success,6.89,691.45,76,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_loop_01.good,x86-64,angr,Success,.94,114.80,108,193,3083
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_loop_01.good,x86-64,llvm,Success,.01,10.17,0,0,746
CWE121_Stack_Based_Buffer_Overflow__dest_char_declare_cpy_01.bad,x86-64,ghidra,Success,6.90,615.73,79,16,57
CWE121_Stack_Based_Buffer_Overflow__dest_char_declare_cpy_01.bad,x86-64,angr,Success,.99,114.58,113,205,3178
CWE121_Stack_Based_Buffer_Overflow__dest_char_declare_cpy_01.bad,x86-64,llvm,Success,.02,9.96,0,0,776
CWE190_Integer_Overflow__int64_t_max_square_01.good,x86-64,ghidra,Success,7.10,627.73,75,14,49
CWE190_Integer_Overflow__int64_t_max_square_01.good,x86-64,angr,Success,1.00,114.50,105,190,3029
CWE190_Integer_Overflow__int64_t_max_square_01.good,x86-64,llvm,Success,.01,10.02,0,0,734
CWE190_Integer_Overflow__unsigned_int_rand_square_01.bad,x86-64,ghidra,Success,7.14,687.13,76,14,49
CWE190_Integer_Overflow__unsigned_int_rand_square_01.bad,x86-64,angr,Success,.96,114.32,106,215,3631
CWE190_Integer_Overflow__unsigned_int_rand_square_01.bad,x86-64,llvm,Success,.01,10.19,0,0,804
CWE190_Integer_Overflow__char_max_add_01.good,x86-64,ghidra,Success,7.15,626.33,75,14,49
CWE190_Integer_Overflow__char_max_add_01.good,x86-64,angr,Success,.97,114.31,105,188,3033
CWE190_Integer_Overflow__char_max_add_01.good,x86-64,llvm,Success,.01,10.22,0,0,728
CWE190_Integer_Overflow__int_max_postinc_01.good,x86-64,ghidra,Success,7.27,698.30,75,14,49
CWE190_Integer_Overflow__int_max_postinc_01.good,x86-64,angr,Success,.94,114.41,105,188,3031
CWE190_Integer_Overflow__int_max_postinc_01.good,x86-64,llvm,Success,.01,10.21,0,0,728
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_loop_01.good,x86-64,ghidra,Success,7.00,573.71,82,18,65
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_loop_01.good,x86-64,angr,Success,1.00,115.09,120,212,3152
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_loop_01.good,x86-64,llvm,Success,.01,10.29,0,0,768
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_declare_memmove_01.bad,x86-64,ghidra,Success,7.08,708.32,79,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_declare_memmove_01.bad,x86-64,angr,Success,.99,114.19,113,205,3190
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_declare_memmove_01.bad,x86-64,llvm,Success,.01,10.27,0,0,778
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_declare_loop_01.good,x86-64,ghidra,Success,7.94,621.47,76,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_declare_loop_01.good,x86-64,angr,Success,1.10,114.26,108,193,3065
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_declare_loop_01.good,x86-64,llvm,Success,.01,10.09,0,0,740
CWE121_Stack_Based_Buffer_Overflow__CWE129_large_01.good,x86-64,ghidra,Success,7.89,573.70,75,14,49
CWE121_Stack_Based_Buffer_Overflow__CWE129_large_01.good,x86-64,angr,Success,1.04,114.29,105,202,3317
CWE121_Stack_Based_Buffer_Overflow__CWE129_large_01.good,x86-64,llvm,Success,.01,10.40,0,0,772
CWE415_Double_Free__malloc_free_struct_01.bad,x86-64,ghidra,Success,7.55,559.16,82,17,61
CWE415_Double_Free__malloc_free_struct_01.bad,x86-64,angr,Success,.95,114.82,118,215,3208
